Scores
15
29
22
25
42
15
23
16
28
24
25
18
25
37
27
40
59
46
47
33
54
37
45
20
28
13
43
29
42
17
19
28
36
32
33
37
18
19
24
34
23
21
58
20
29
22
23
30
30
17
17
31
32
31
23
39
21
27
20
17
44
26
34
64
21
27
19
25
28
24
18
24
103
32
26
37
31
30
34
80
34
19
27
38
19
31
38
15
30
43
45
20
29
26
15
23
42
26
15
22
63
85
44
32
24
35
40
31
28
24
23
42
24
73
24
27
53
25
21
14
35
24
46
49
33
18
25
36
29
31
52
27
62
21
20
22
31
30
26
22
35
21
32
32
39
31
14
36
68
32
17
28
64
19
24
15
34
31
95
30
21
33
29
40
21
43
46
18
18
39
33
60
15
18
30
17
30
22
17
25
41
37
14
21
23
69
40
21
24
39
15
28
26
27
26
37
59
42
36
28
56
21
21
28
14
66
33
38
23
62
53
25
34
38
36
28
20
29
16
34
39
33
18
14
46
26
28
39
20
62
57
19
25
26
25
49
19
43
32
17
31
28
25
23
14
28
22
55
36
24
36
20
55
23
13
33
24
46
119
33
13
26
22
30
49
15
48
20
70
13
32
25
32
27
31
50
32
36
28
32
36
39
55
27
33
31
41
32
40
26
40
19
27
37
54
37
20
36
28
22
3
